"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp"
-0.4843767881393433,3.394913196563721,0.1797216683626175,1.0,3.0,35188.0,3.434,1116290088.0,1116290088.0
-0.4803292453289032,3.374969005584717,0.2982469499111176,2.0,5.0,35190.0,3.422,1116290093.0,1116290093.0
-0.478233277797699,3.368671417236328,0.417768120765686,2.0,7.0,35192.0,3.428,1116290097.0,1116290097.0
-0.4773604869842529,3.388014793395996,-0.05972213298082352,1.0,14.0,35198.0,3.422,1116290113.0,1116290113.0
-0.470106840133667,3.37489652633667,0.0594778023660183,5.0,1.0,35207.0,3.408,1116290139.0,1116290139.0
-0.4719305634498596,3.396665573120117,0.1797216683626175,1.0,3.0,35209.0,3.434,1116290143.0,1116290143.0
-0.4685454666614533,3.376625299453735,0.2982469499111176,2.0,5.0,35210.0,3.422,1116290148.0,1116290148.0
-0.4675601422786713,3.378185510635376,0.4187430739402771,2.0,7.0,35212.0,3.436,1116290152.0,1116290152.0
-0.4644428789615631,3.381736040115356,-0.05958251655101776,1.0,14.0,35218.0,3.414,1116290169.0,1116290169.0
-0.4589126706123352,3.376436710357666,0.0594778023660183,5.0,1.0,35226.0,3.408,1116290194.0,1116290194.0
-0.4604513943195343,3.392194271087647,0.1794076561927795,2.0,3.0,35227.0,3.428,1116290199.0,1116290199.0
-0.4584147930145264,3.386057853698731,0.2989442050457001,2.0,5.0,35229.0,3.43,1116290203.0,1116290203.0
-0.4552925527095795,3.371848583221436,0.417768120765686,2.0,7.0,35231.0,3.428,1116290208.0,1116290208.0
-0.4524295330047607,3.377311706542969,-0.0594778023660183,1.0,14.0,35237.0,3.408,1116290224.0,1116290224.0
-0.4481735229492188,3.385947704315186,0.05961741879582405,5.0,1.0,35246.0,3.416,1116290249.0,1116290249.0
-0.4478224217891693,3.387840747833252,0.1790936440229416,1.0,3.0,35247.0,3.422,1116290254.0,1116290254.0
-0.4471132457256317,3.391587972640991,0.2992928326129913,2.0,5.0,35249.0,3.434,1116290258.0,1116290258.0
-0.4437786042690277,3.375385522842407,0.4180118441581726,2.0,7.0,35251.0,3.43,1116290263.0,1116290263.0
-0.4396034181118012,3.370938777923584,-0.05933818221092224,1.0,14.0,35257.0,3.4,1116290279.0,1116290279.0
-0.4343078136444092,3.371625185012817,0.05933818221092224,5.0,1.0,35266.0,3.4,1116290304.0,1116290304.0
-0.4359112977981567,3.393421173095703,0.179302990436554,2.0,3.0,35268.0,3.426,1116290309.0,1116290309.0
-0.4332436323165894,3.377318620681763,0.2978983223438263,2.0,5.0,35269.0,3.418,1116290314.0,1116290314.0
-0.4342606365680695,3.394635438919067,0.4202055037021637,3.0,7.0,35271.0,3.448,1116290318.0,1116290318.0
-0.4288406372070313,3.380387783050537,-0.0594778023660183,1.0,14.0,35277.0,3.408,1116290334.0,1116290334.0
-0.4225360155105591,3.373120546340942,0.05933818221092224,5.0,1.0,35286.0,3.4,1116290360.0,1116290360.0
-0.4239122271537781,3.38890266418457,0.1789889633655548,5.0,3.0,35287.0,3.42,1116290364.0,1116290364.0
-0.4189858734607697,3.359039545059204,0.2961552143096924,7.0,5.0,35289.0,3.398,1116290369.0,1116290369.0
-0.4153030216693878,3.339003086090088,0.4131370782852173,10.0,7.0,35291.0,3.39,1116290374.0,1116290374.0
